Loc_x,Loc_y,Floor,Mag_x,Mag_y,Mag_z,
3.145193238,30.49138592,4,-3.470889211,22.81358421,-33.55914972,40.72742598
2.564973921,27.35240669,4,-3.536237251,23.32348653,-33.01086002,40.57347504
1.984754604,24.21342746,4,-3.601585291,23.83338884,-32.0217102,40.07981742
1.404535287,21.07444824,4,-3.666933331,24.34329116,-31.03256038,39.61138761
0.54891758,16.44556718,4,-6.841848922,21.85114337,-29.87571853,37.64096069
1.750381463,14.40708949,4,-3.627981905,24.03935821,-31.62215413,39.88751218
2.951845346,12.3686118,4,-3.492665297,22.9835002,-33.4532153,40.73766814
4.153309229,10.33013411,4,-3.357348689,22.09410924,-34.11149188,40.78008499
5.354773112,8.291656415,4,-2.113659554,23.7594568,-34.76976846,42.16534291
6.556236995,6.253178725,4,-0.29079046,25.42480436,-32.53668921,41.29335758
7.757700878,4.214701035,4,-3.634710024,9.047233725,-14.82851559,17.74678646
9.793253105,0.76105764,4,-2.938567846,17.32323001,-22.89481579,28.86004277
5.601173181,0.520545454,4,-0.533901285,9.244198956,-12.73749357,15.74750797
5.694482872,4.341649862,4,-2.923494858,0.764768007,-9.018045102,9.510879547
5.787792564,8.16275427,4,-1.456679526,24.35966451,-34.36332162,42.14680347
5.881102255,11.98385868,4,-1.315109433,24.48900096,-34.14151962,42.03669876
5.974411947,15.80496309,4,-1.173539341,24.6183374,-33.91971763,41.92835526
6.067721638,19.62606749,4,-1.031969249,24.74767384,-33.69791564,41.82178666
6.16103133,23.4471719,4,-0.890399157,24.87701029,-33.47611365,41.71700656
6.254341021,27.26827631,4,-0.748829064,25.00634673,-33.25431165,41.61402847
6.347650713,31.08938072,4,-0.607258972,25.13568318,-33.03250966,41.5128658
6.440960404,34.91048512,4,-0.46568888,25.26501962,-32.81070767,41.41353185
6.534270095,38.73158953,4,-0.324118788,25.39435607,-32.58890567,41.31603982
6.627579787,42.55269394,4,-0.182548695,25.52369251,-32.36710368,41.22040277
6.720889478,46.37379835,4,-0.040978603,25.65302896,-32.14530169,41.12663364
6.818432802,50.36827329,4,0.107014785,25.61456506,-31.91343613,40.92169108
6.68185811,45.92790336,4,-0.100197259,25.59892763,-32.23808128,41.16562911
6.545283417,41.48753343,4,-0.307409302,25.40962162,-32.56272644,41.30465499
6.408708725,37.0471635,4,-0.514621345,25.22031561,-32.88737159,41.44765813
6.272134032,32.60679356,4,-0.721833388,25.0310096,-33.21201674,41.5945975
6.13555934,28.16642363,4,-0.929045431,24.8417036,-33.53666189,41.74543153
5.998984647,23.7260537,4,-1.136257474,24.65239759,-33.86130704,41.90011817
