BSSID,SSID,Building,Floor,Location_x,Location_y,Frequency,AccX,AccY,AccZ,ORIx,ORIy,ORIz,Level,GeoX,GeoY,GeoZ,Model,Time
00:06:f4:b8:17:30,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
00:06:f4:b8:12:e1,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:c6:51,eduroam,IBSS,4N-right,50,5,5745,-9.5842,-0.41889998,2.0341,350.65743246550386,2.448191875201626,-78.0176445491739,-84,24.125,35.9375,0.75,EVA-AL10,1534321253981
44:6a:2e:09:f4:a0,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:d7:61,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f5:11,eduroam,IBSS,4N-right,50,5,5805,-9.721499,-0.68729997,1.0904,349.25738028943465,4.018905505750305,-83.60023819558128,-82,41.6875,35.0,1.4375,EVA-AL10,1534322151079
44:6a:2e:09:c5:c0,XJTLU,IBSS,4N-right,50,5,2437,-9.7493,-0.7506,0.74649996,347.7462581384036,4.38972629418723,-85.62142777477145,-90,41.875,35.5,3.8125,EVA-AL10,1534322152781
28:f3:66:a7:b0:70,Mixers-9872,IBSS,4N-right,50,5,2422,-9.7456,-0.7492,0.79469997,348.09380548413054,4.3815215294467516,-85.33815933932351,-88,40.75,35.4375,3.5,EVA-AL10,1534322153023
44:6a:2e:09:f4:91,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
ac:4e:91:61:1f:c1,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:d2:d1,eduroam,IBSS,4N-right,50,5,5805,-9.4739,-0.3117,2.5133,345.9119920537765,1.821444325451147,-75.14242177654366,-82,37.625,34.8125,-1.25,EVA-AL10,1534322098835
44:6a:2e:09:f5:60,XJTLU,IBSS,4N-right,50,5,2462,0.24049999,9.6321,1.8256999,340.1547351023662,-79.1767618022709,7.504381775059077,-88,5.5625,-31.125,-35.6875,EVA-AL10,1534319202063
44:6a:2e:09:c6:50,XJTLU,IBSS,4N-right,50,5,5745,-9.6468,-0.2077,1.7507,354.8998204802365,1.2135967629077398,-79.71391519935739,-88,33.5625,43.75,-2.1875,EVA-AL10,1534321322732
44:6a:2e:09:c2:a1,eduroam,IBSS,4N-right,50,5,2412,-9.6607,-0.70669997,1.5302,344.93031287003265,4.132514176649243,-80.99944559361299,-76,44.0625,33.625,1.3125,EVA-AL10,1534322165808
00:06:f4:b8:16:d0,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f5:e1,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f1:40,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:c2:b0,XJTLU,IBSS,4N-right,50,5,5825,-9.6178,-0.83989996,1.7208999,348.0612331657524,4.913206506328993,-79.85549136047341,-59,42.9375,34.875,-1.0,EVA-AL10,1534322164123
44:6a:2e:09:f5:d0,XJTLU,IBSS,4N-right,50,5,5825,-0.0026999998,-0.0846,9.8062,196.5045050825975,0.4942896378155686,-0.015775590875927257,-86,8.375,-28.0,-27.875,EVA-AL10,1534317717787
00:06:f4:b8:1a:90,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f2:c1,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
84:a9:c4:ef:fb:2b,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:07:3b:a1,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
00:06:f4:b8:1c:10,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f6:b0,XJTLU,IBSS,4N-right,50,5,5765,-9.627299,-0.80689996,1.6829,346.43506843098356,4.719739690541089,-80.08459639580315,-76,43.8125,34.9375,0.0,EVA-AL10,1534322164835
a4:c6:4f:d5:b1:d0,XJTLU,IBSS,4N-right,50,5,5745,-9.6481,-0.4243,1.7039,10.939373554891345,2.4797812866695232,-79.98456827540831,-85,22.125,21.875,-8.0,EVA-AL10,1534321190975
44:6a:2e:00:fa:a0,XJTLU,IBSS,4N-right,50,5,2437,0.1267,9.7408,1.1271,347.42655576637554,-83.35845632915199,6.413829802832059,-89,2.9375,-31.6875,-35.125,EVA-AL10,1534318982385
00:06:f4:b8:11:20,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f5:f0,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
00:06:f4:b8:49:30,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:bf:60,XJTLU,IBSS,4N-right,50,5,2437,-9.7501,-0.7564,0.7302,348.23049464489543,4.423707339081689,-85.71702310239495,-87,41.4375,34.875,3.5,EVA-AL10,1534322152713
00:06:f4:b8:1b:b1,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
84:a9:c4:ef:fb:4b,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f6:41,eduroam,IBSS,4N-right,50,5,2412,-9.6544,-0.6888,1.5770999,346.40332341926865,4.027686567702003,-80.72235847936392,-91,43.5,33.875,0.4375,EVA-AL10,1534322165926
a4:c6:4f:d5:fb:71,eduroam,IBSS,4N-right,50,5,5825,-9.5289,-0.086899996,2.3155,359.59308358279026,0.5077272879556283,-76.34198057971632,-84,38.9375,37.875,-9.1875,EVA-AL10,1534321734434
44:6a:2e:09:ef:21,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:c4:91,eduroam,IBSS,4N-right,50,5,5805,-9.6144,-0.8398,1.7396,347.98128324019643,4.9126421619488205,-79.74403633359714,-69,43.375,34.875,-1.125,EVA-AL10,1534322164293
a4:c6:4f:d5:a6:61,eduroam,IBSS,4N-right,50,5,2462,-9.5427,-0.4441,2.2154999,349.91360437432195,2.5955830886222695,-76.92937001814825,-92,23.9375,35.625,0.75,EVA-AL10,1534321256216
00:ec:0a:7b:b9:10,surf,IBSS,4N-right,50,5,2462,-9.65,-0.7841,1.5594,348.65050602884793,4.58606605829477,-80.82059026000704,-66,43.5,34.4375,-0.75,EVA-AL10,1534322165356
44:6a:2e:09:d6:b0,XJTLU,IBSS,4N-right,50,5,5765,-9.7635,-0.75549996,0.5222,345.3735784867881,4.418442543892079,-86.93845900147916,-76,40.75,34.75,6.0625,EVA-AL10,1534322151733
00:06:f4:b8:11:11,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f6:51,eduroam,IBSS,4N-right,50,5,5745,-9.7648,-0.71199995,0.5578,346.83364838886786,4.1635757425603455,-86.73061634503567,-84,40.4375,35.0,5.1875,EVA-AL10,1534322152063
44:6a:2e:09:f7:41,eduroam,IBSS,4N-right,50,5,2462,-9.4594,-0.91169995,2.4204,355.4714172406469,5.334366215835734,-75.64752109585527,-92,32.5625,35.5625,-5.6875,EVA-AL10,1534322015329
44:6a:2e:07:3f:b0,XJTLU,IBSS,4N-right,50,5,5765,-9.628099,-0.8093,1.6775999,346.3390803674828,4.733773167964527,-80.11600843579603,-74,42.6875,35.0,0.3125,EVA-AL10,1534322164692
44:6a:2e:07:3b:a0,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
bc:d1:77:5c:11:c0,TP-LINK_5C11C0,IBSS,4N-right,50,5,2412,9.7252,-0.65569997,1.0774,11.869528352857547,3.8338189051871843,83.67830042760535,-92,-31.75,28.25,2.0,EVA-AL10,1534320641788
44:6a:2e:09:f1:81,eduroam,IBSS,4N-right,50,5,2412,-9.5729,-0.27809998,2.1099,2.8510750657064707,1.6250371132255528,-77.57053353591569,-85,41.875,37.1875,-11.0625,EVA-AL10,1534321788808
44:6a:2e:09:f4:b1,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f6:b1,eduroam,IBSS,4N-right,50,5,5765,-8.0533,-1.7468,5.3162,5.4138785823979685,10.26058679385454,-56.57012314018724,-78,22.625,41.6875,-19.0,EVA-AL10,1534322085297
44:6a:2e:09:f5:61,eduroam,IBSS,4N-right,50,5,2462,0.21059999,9.6349,1.8147999,341.0474374117923,-79.26299977073148,6.619329704390233,-88,5.6875,-31.3125,-35.8125,EVA-AL10,1534319202033
44:6a:2e:09:c6:21,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
b4:0f:3b:9d:3f:28,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
a4:c6:4f:d5:fa:f0,XJTLU,IBSS,4N-right,50,5,5805,-9.7017,-0.6252,1.2867,348.9170908734745,3.655254708394602,-82.44516441447291,-82,41.8125,34.25,0.6875,EVA-AL10,1534322151048
44:6a:2e:09:d8:71,eduroam,IBSS,4N-right,50,5,5805,9.3984995,-1.1086,2.5705,4.892166535477592,6.490991730546162,74.70362310350536,-87,-38.25,33.0625,-7.9375,EVA-AL10,1534320164426
44:6a:2e:09:f8:30,XJTLU,IBSS,4N-right,50,5,5765,-9.5948,0.25599998,2.0107,20.70360111025095,-1.4958745007609093,-78.16428871065406,-85,28.4375,24.875,-15.875,EVA-AL10,1534320978748
00:06:f4:b8:0f:a0,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:e9:40,XJTLU,IBSS,4N-right,50,5,2462,-9.5127,-0.31059998,2.3625998,0.9764731922141128,1.8150028167335903,-76.05208003058429,-86,39.1875,37.875,-10.375,EVA-AL10,1534321738013
44:6a:2e:09:c5:90,XJTLU,IBSS,4N-right,50,5,5825,9.323,-0.9052,2.9036999,4.0294017989573225,5.296242234322839,72.70051303504822,-85,-39.1875,32.0625,-10.125,EVA-AL10,1534320163581
00:06:f4:b8:1a:81,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:c0:21,eduroam,IBSS,4N-right,50,5,2412,-9.7439995,-0.7474,0.81509995,347.90650206029494,4.370997915483055,-85.21825536844393,-89,40.3125,34.8125,3.4375,EVA-AL10,1534322153275
44:6a:2e:09:f0:e1,eduroam,IBSS,4N-right,50,5,2412,-9.7441,-0.76519996,0.7973,347.6119740580002,4.4753025880719655,-85.32225865893572,-89,41.125,35.0,3.625,EVA-AL10,1534322153240
56:e4:bd:be:90:79,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:c5:91,eduroam,IBSS,4N-right,50,5,5825,-9.635,-0.205,1.8151,0.13205246283443323,1.1978120890141344,-79.33130849262078,-87,35.625,43.9375,-6.8125,EVA-AL10,1534321352903
44:6a:2e:07:3f:a0,XJTLU,IBSS,4N-right,50,5,2437,-2.7686,-0.4815,9.3953,25.407330410490708,2.814341881463319,-16.41915150994889,-83,-4.5625,32.1875,-35.8125,EVA-AL10,1534322086563
00:06:f4:b8:11:10,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f8:21,eduroam,IBSS,4N-right,50,5,2412,-9.6881,-0.2505,1.4988999,15.139732427453149,1.4637290692058906,-81.20518455179212,-90,32.125,27.0,-12.125,EVA-AL10,1534320996412
a4:c6:4f:d5:b1:d1,eduroam,IBSS,4N-right,50,5,5745,-9.5743,0.0748,2.1204998,1.6085192612132289,-0.4370289069913254,-77.51181439962109,-85,37.4375,37.375,-9.375,EVA-AL10,1534321643298
00:06:f4:b8:1c:11,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:c1:b0,XJTLU,IBSS,4N-right,50,5,5785,-9.669,-0.3083,1.6074,355.8354279035945,1.801572316947818,-80.56131627911336,-84,31.0625,39.625,-2.3125,EVA-AL10,1534321583390
8c:25:05:d6:fa:6d,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f6:81,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f6:80,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
a4:c6:4f:d5:df:20,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:07:41:b1,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:07:41:a0,XJTLU,IBSS,4N-right,50,5,2462,-0.081099994,0.2377,9.8034,172.96369439017093,-1.3889134181933922,-0.4739765485022449,-91,-3.4375,-30.875,-33.0625,EVA-AL10,1534318350352
44:6a:2e:09:f2:11,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:07:0f:d1,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:c2:a0,XJTLU,IBSS,4N-right,50,5,2412,-9.659699,-0.6929,1.5423,345.93536752243716,4.051712611881169,-80.92853456964993,-76,44.625,33.0,0.4375,EVA-AL10,1534322165889
a4:c6:4f:d5:fa:90,XJTLU,IBSS,4N-right,50,5,5745,-9.5254,-0.92789996,2.1387,346.88193099611067,5.429477880688631,-77.34547197257459,-83,35.125,36.6875,0.0625,EVA-AL10,1534322100139
44:6a:2e:09:bd:d0,XJTLU,IBSS,4N-right,50,5,5785,-9.5148,-0.4441,2.3325999,345.18795614326194,2.5955709223478105,-76.22532777888168,-83,37.375,35.5625,0.0625,EVA-AL10,1534322099415
44:6a:2e:09:c3:b1,eduroam,IBSS,4N-right,50,5,5745,-9.5639,-0.8077,2.0119998,346.71874411646075,4.724415381914786,-78.11967391499554,-80,35.3125,37.125,0.8125,EVA-AL10,1534322100341
44:6a:2e:09:c4:f0,XJTLU,IBSS,4N-right,50,5,5745,-9.624,-0.85899997,1.6761999,348.2960951967788,5.025224170038141,-80.11996994551464,-74,42.625,34.375,-1.0,EVA-AL10,1534322165204
44:6a:2e:09:c6:40,XJTLU,IBSS,4N-right,50,5,2437,-9.6195,-0.26139998,1.8884,354.7287169844517,1.5274313621085434,-78.89352751776882,-90,34.25,43.1875,-2.75,EVA-AL10,1534321323344
44:6a:2e:09:f5:00,XJTLU,IBSS,4N-right,50,5,2437,-9.6467,-0.857,1.5416,347.6820091102022,5.013469841363372,-80.92056373888852,-81,37.75,36.3125,1.25,EVA-AL10,1534322139154
84:a9:c4:f0:01:6b,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:c7:a1,eduroam,IBSS,4N-right,50,5,2412,9.4761,-0.49519998,2.4754,16.984122559977543,2.8944745145795547,75.3600247733111,-89,-33.125,26.5,-0.8125,EVA-AL10,1534320576602
44:6a:2e:09:f2:10,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:d2:80,XJTLU,IBSS,4N-right,50,5,2412,-9.4899,-0.019299999,2.4721,6.850256265794249,0.11276147397780491,-75.39905930441772,-87,31.375,28.375,-11.6875,EVA-AL10,1534321065722
a4:c6:4f:d5:fa:b1,eduroam,IBSS,4N-right,50,5,5805,-9.5831995,0.1683,2.0744998,2.3688357492166556,-0.9833523666470793,-77.78550007966349,-86,37.4375,36.75,-9.6875,EVA-AL10,1534321642070
44:6a:2e:09:f6:90,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f2:c0,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:07:40:40,XJTLU,IBSS,4N-right,50,5,2437,-9.635799,-0.0915,1.8199999,347.1198068481084,0.5346032285659822,-79.30403554726492,-87,42.0625,30.5,-0.9375,EVA-AL10,1534321949567
44:6a:2e:07:0f:c0,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
28:f3:66:a7:c3:4e,Mixers-9720,IBSS,4N-right,50,5,2422,9.7196,-0.17819999,1.2911999,7.383849426775862,1.0412030017000293,82.43284958339937,-89,-22.5625,25.25,0.25,EVA-AL10,1534319673567
44:6a:2e:09:c4:d1,eduroam,IBSS,4N-right,50,5,5785,-9.6184,-0.8275,1.7236999,346.72378906493645,4.840482494028105,-79.83995268011164,-66,43.75,34.125,-0.5625,EVA-AL10,1534322164579
44:6a:2e:09:c0:e0,XJTLU,IBSS,4N-right,50,5,2437,-9.6574,-0.7924,1.5085,348.4635167937142,4.6347209108473555,-81.12205431940389,-84,43.8125,34.625,-0.4375,EVA-AL10,1534322165433
44:6a:2e:09:d5:c1,eduroam,IBSS,4N-right,50,5,2437,-9.748799,-0.7439,0.75949997,348.1624343711372,4.350471489479873,-85.54525750514748,-84,41.6875,34.4375,3.3125,EVA-AL10,1534322152850
00:06:f4:b8:2a:50,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:c4:e1,eduroam,IBSS,4N-right,50,5,2437,-9.748099,-0.74579996,0.7671,347.50651508344157,4.3615863416936,-85.50054025665139,-79,40.75,35.875,4.0625,EVA-AL10,1534322152923
44:6a:2e:07:40:51,eduroam,IBSS,4N-right,50,5,5785,-9.4788,0.044499997,2.5138,357.76741713321496,-0.2599961666767071,-75.14693653158504,-85,37.625,41.125,-8.3125,EVA-AL10,1534321368690
44:6a:2e:09:c0:31,eduroam,IBSS,4N-right,50,5,5745,9.5218,-0.4511,2.3023,5.01558506557196,2.636524309724384,76.40719522591161,-78,-33.625,34.1875,-5.1875,EVA-AL10,1534320226830
00:06:f4:b8:1b:21,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f3:a1,eduroam,IBSS,4N-right,50,5,2412,-0.1815,-1.4945999,9.6903,176.09276797349386,8.766506818576346,-1.0730285883028212,-88,-1.25,-24.1875,-46.0,EVA-AL10,1534317486508
44:6a:2e:09:c0:f1,eduroam,IBSS,4N-right,50,5,5745,-9.6254,-0.7998,1.6973,347.58496919756925,4.678100296039752,-79.99952638969064,-78,43.375,34.75,-0.6875,EVA-AL10,1534322165100
a4:c6:4f:d5:fa:a1,eduroam,IBSS,4N-right,50,5,2462,9.7702,-0.2025,0.8196,358.8226998228371,1.1832042353701813,85.20481355615736,-89,-41.1875,30.3125,-4.0625,EVA-AL10,1534320179250
44:6a:2e:09:f7:11,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f2:a1,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f7:50,XJTLU,IBSS,4N-right,50,5,5825,-9.566999,0.2082,2.1445,3.167455404476985,-1.2165131469616293,-77.36565518157198,-84,37.25,36.0,-10.4375,EVA-AL10,1534321641280
44:6a:2e:09:d6:e1,eduroam,IBSS,4N-right,50,5,2412,-9.6201,-0.32979998,1.8747,7.012749881243437,1.9272420347039403,-78.97279186308681,-90,22.9375,23.0,-7.25,EVA-AL10,1534321192170
44:6a:2e:07:3f:b1,eduroam,IBSS,4N-right,50,5,5765,-9.5243,-0.7374,2.2166,346.0692383763958,4.31238464712059,-76.89870929896406,-74,36.5625,36.4375,0.0625,EVA-AL10,1534322099805
44:6a:2e:09:f7:a0,XJTLU,IBSS,4N-right,50,5,2462,0.2631,9.7253,1.2322,337.9123703374727,-82.61807065331179,12.052832700934117,-86,3.75,-38.5625,-32.4375,EVA-AL10,1534319223476
44:6a:2e:09:d8:60,XJTLU,IBSS,4N-right,50,5,2437,-9.6872,-0.1566,1.5172,358.1070307873341,0.914991244400243,-81.09870190263162,-83,31.5,39.625,-3.625,EVA-AL10,1534321584944
a4:c6:4f:d5:fa:91,eduroam,IBSS,4N-right,50,5,5745,-9.642,-0.7938,1.6036999,346.2870659156322,4.642896220397038,-80.55676054293696,-84,43.625,34.1875,0.3125,EVA-AL10,1534322165004
a4:c6:4f:d5:fa:e1,eduroam,IBSS,4N-right,50,5,2437,-9.609099,-0.728,1.8176,346.5980597964685,4.257331187976171,-79.28881788579413,-86,35.0625,36.6875,1.625,EVA-AL10,1534322100795
44:6a:2e:07:41:40,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f2:d0,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:c2:61,eduroam,IBSS,4N-right,50,5,2437,-9.6839,-0.53099996,1.4521999,347.02322370437616,3.1039346451958663,-81.47145947658507,-84,39.1875,35.9375,2.0,EVA-AL10,1534322139644
44:6a:2e:09:c4:b0,XJTLU,IBSS,4N-right,50,5,5765,-9.6348,-0.80219996,1.6421,347.44560601774435,4.692155544691169,-80.32777162082311,-63,43.1875,34.25,-0.4375,EVA-AL10,1534322164932
44:6a:2e:09:f7:10,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:d8:a0,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f5:10,XJTLU,IBSS,4N-right,50,5,5805,-9.4759,-0.3373,2.5026,345.6857847262021,1.9710882206374256,-75.20588106412225,-82,37.3125,33.875,-1.25,EVA-AL10,1534322098927
44:6a:2e:09:c4:51,eduroam,IBSS,4N-right,50,5,5785,-9.618199,-0.82449996,1.726,346.72484262161595,4.822914393709186,-79.82646988669002,-71,44.1875,34.0,-0.6875,EVA-AL10,1534322164541
44:6a:2e:09:c2:41,eduroam,IBSS,4N-right,50,5,2462,-9.6412,-0.803,1.6036999,347.86915031704507,4.696845323330029,-80.55598873156075,-89,42.5,34.5625,-0.3125,EVA-AL10,1534322165323
44:6a:2e:09:f1:b1,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
56:e4:bd:bc:d2:dd,VSspeed-BDBCD2DD,IBSS,4N-right,50,5,2457,-0.1375,0.2875,9.8014,169.40190100217103,-1.6799840641076014,-0.8037273027381766,-89,-4.9375,-30.4375,-38.75,EVA-AL10,1534318291883
44:6a:2e:09:c4:e0,XJTLU,IBSS,4N-right,50,5,2437,-9.6573,-0.8114,1.4991,347.71261860296767,4.746096963661345,-81.17641579500803,-79,43.375,35.0625,0.1875,EVA-AL10,1534322165522
00:06:f4:b8:49:f1,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f1:91,eduroam,IBSS,4N-right,50,5,5785,-0.1476,0.6538,9.7837,168.44796946193037,-3.8226972227842877,-0.8643167369265962,-84,-6.25,-35.0,-31.0,EVA-AL10,1534318441137
00:06:f4:b8:1a:f0,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f4:00,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:c4:20,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f1:a0,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f6:91,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:d5:c0,XJTLU,IBSS,4N-right,50,5,2437,-9.751699,-0.73759997,0.72709996,347.6377631447589,4.313579076451696,-85.73584027355834,-84,40.6875,34.5625,3.875,EVA-AL10,1534322152606
00:06:f4:b8:4f:b0,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:d8:a1,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
a4:c6:4f:d5:fb:70,XJTLU,IBSS,4N-right,50,5,5825,-9.4955,-0.4096,2.4159,345.06316517203123,2.3938212215307972,-75.7253442712584,-85,37.25,35.0625,-0.25,EVA-AL10,1534322098387
44:6a:2e:09:c3:b0,XJTLU,IBSS,4N-right,50,5,5745,-9.5864,-0.54289997,1.9937999,347.60751138315123,3.1735611667081534,-78.25099796216738,-85,39.9375,35.0625,-0.9375,EVA-AL10,1534322138853
44:6a:2e:09:d9:40,XJTLU,IBSS,4N-right,50,5,2462,-9.668099,-0.3823,1.5972999,359.49255424390424,2.2341785697298544,-80.61871035870897,-97,29.3125,39.375,-4.5,EVA-AL10,1534321570927
44:6a:2e:07:14:b1,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
9e:2e:a1:54:19:8f,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:be:61,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
00:06:f4:b8:49:f0,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:c5:41,eduroam,IBSS,4N-right,50,5,2412,0.2377,9.635099,1.8105999,355.54480890393916,-79.26804045033896,7.4791587402278665,-90,-2.375,-31.625,-35.375,EVA-AL10,1534319127742
00:06:f4:b8:4a:01,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f7:c0,XJTLU,IBSS,4N-right,50,5,2462,-2.7133,1.5943999,9.2879,49.15967524923606,-9.356945082699037,-16.284813641805787,-83,-13.5,15.875,-44.5625,EVA-AL10,1534322087761
44:6a:2e:09:bf:01,eduroam,IBSS,4N-right,50,5,2462,-9.6559,-0.1962,1.7013999,358.3639750333906,1.1463879149182257,-80.00688250342674,-89,35.75,43.375,-5.0625,EVA-AL10,1534321338638
44:6a:2e:09:f4:41,eduroam,IBSS,4N-right,50,5,2437,-9.5356,0.0296,2.2891,13.230462328002805,-0.17294123021815588,-76.50111032699928,-87,29.5625,27.9375,-13.875,EVA-AL10,1534321087401
44:6a:2e:09:e9:51,eduroam,IBSS,4N-right,50,5,5825,-9.6675,-0.3017,1.6180999,0.6882902222149382,1.7629786532077782,-80.49818484061493,-85,33.4375,39.3125,-6.0625,EVA-AL10,1534321605471
88:25:93:3a:c1:76,none,IBSS,4N-right,50,5,none,none,none,none,none,none,none,-110,none,none,none,EVA-AL10,none
44:6a:2e:09:f8:20,XJTLU,IBSS,4N-right,50,5,2412,-9.5118,0.0717,2.3852,15.409675163830393,-0.41891788667466967,-75.9226616061909,-90,32.625,25.9375,-15.625,EVA-AL10,1534321012945
