ID,BUILDING,FLOOR,LOC_X,LOC_Y,MAG_X,MAG_Y,MAG_Z,G
56,IBSS,4,4,1,0,24.934658,-38.437664,9.80654
57,IBSS,4,5,1,0,24.976034,-36.680187,9.806568
58,IBSS,4,6,1,0,24.31138,-33.822659,9.806623
59,IBSS,4,7,1,0,24.580887,-32.345829,9.806644
60,IBSS,4,8,1,0,27.231091,-30.253273,9.806555
61,IBSS,4,9,1,0,26.237169,-29.391119,9.806591
62,IBSS,4,10,1,0,26.841024,-30.536619,9.80657
63,IBSS,4,11,1,0,26.798544,-32.745739,9.806576
64,IBSS,4,12,1,0,24.421896,-32.382004,9.806566
65,IBSS,4,13,1,0,26.880308,-32.939331,9.806586
66,IBSS,4,14,1,0,31.594263,-32.33144,9.806641
67,IBSS,4,15,1,0,33.666737,-33.775394,9.806608
68,IBSS,4,16,1,0,35.404129,-33.772171,9.806633
69,IBSS,4,17,1,0,37.193439,-35.652557,9.806584
70,IBSS,4,18,1,0,37.885864,-37.377579,9.80656
71,IBSS,4,19,1,0,38.244003,-37.426353,9.806572
72,IBSS,4,20,1,0,41.390945,-38.890083,9.806594
73,IBSS,4,21,1,0,38.087231,-44.695057,9.806602
74,IBSS,4,22,1,0,36.187355,-45.320198,9.806628
75,IBSS,4,23,1,0.000001,33.708355,-44.655815,9.806593
76,IBSS,4,24,1,0,32.997131,-38.117496,9.806546
77,IBSS,4,25,1,0,34.040958,-38.745193,9.806626
78,IBSS,4,26,1,0,31.320496,-36.159035,9.806568
79,IBSS,4,27,1,-0.000001,26.432005,-39.303875,9.806562
80,IBSS,4,28,1,-0.000001,25.956951,-33.389606,9.806545
81,IBSS,4,29,1,0,32.342331,-29.165298,9.806626
82,IBSS,4,30,1,0,37.782494,-37.000034,9.806603
83,IBSS,4,31,1,0,52.555222,-33.625465,9.806634
84,IBSS,4,32,1,-0.000001,32.123421,-29.102392,9.806607
85,IBSS,4,33,1,0,51.765171,-29.707026,9.806626
86,IBSS,4,34,1,0,36.455811,-36.085152,9.806566
87,IBSS,4,35,1,0,38.022987,-37.736633,9.806594
88,IBSS,4,36,1,0,34.049839,-41.340652,9.806597
89,IBSS,4,37,1,0,40.980614,-39.694233,9.806615
90,IBSS,4,38,1,0,29.749073,-43.053795,9.806619
91,IBSS,4,39,1,0,29.908247,-36.289001,9.806602
92,IBSS,4,40,1,0,31.644188,-36.012104,9.80655
93,IBSS,4,41,1,0,32.760094,-28.070341,9.806612
94,IBSS,4,42,1,0.000001,34.998886,-25.575409,9.806593
95,IBSS,4,43,1,0,35.497681,-31.653776,9.806551
96,IBSS,4,44,1,-0.000001,35.071846,-32.426121,9.806601
97,IBSS,4,45,1,0.000001,34.77375,-32.424026,9.80656
98,IBSS,4,46,1,0,35.052685,-32.076344,9.806563
99,IBSS,4,47,1,0,33.106762,-33.548603,9.806641
100,IBSS,4,48,1,0,32.297249,-36.455032,9.806623
101,IBSS,4,49,1,0,31.214596,-38.947887,9.80655
102,IBSS,4,50,1,0,31.023561,-42.165543,9.806576
103,IBSS,4,0,2,0,26.502275,-36.758457,9.806632
104,IBSS,4,1,2,0,24.62324,-37.396538,9.80664
105,IBSS,4,2,2,0,25.166376,-37.464638,9.80658
106,IBSS,4,3,2,0,25.254646,-38.269905,9.80656
107,IBSS,4,4,2,0,25.815754,-36.295712,9.806606
108,IBSS,4,5,2,0,25.907557,-33.522926,9.806618
109,IBSS,4,6,2,0,24.84425,-30.70318,9.806611
110,IBSS,4,7,2,0,25.659014,-29.911818,9.806594
111,IBSS,4,8,2,0,27.655165,-27.121119,9.806565
112,IBSS,4,9,2,0,26.256716,-26.6915,9.806598
113,IBSS,4,10,2,0,26.199472,-27.828257,9.806642
114,IBSS,4,11,2,0,24.764263,-28.994492,9.80662
115,IBSS,4,12,2,0,22.90276,-26.692158,9.806599
116,IBSS,4,13,2,0,24.63846,-27.465906,9.80659
117,IBSS,4,14,2,0,30.394936,-28.552851,9.806625
118,IBSS,4,15,2,0,33.694862,-30.431337,9.806579
119,IBSS,4,16,2,0,36.688576,-31.705717,9.806627
120,IBSS,4,17,2,0,38.701199,-34.099895,9.806598
121,IBSS,4,18,2,0,40.167938,-36.2672,9.806587
122,IBSS,4,19,2,0,39.769276,-37.252598,9.806638
123,IBSS,4,20,2,0,41.541759,-38.234539,9.806644
124,IBSS,4,21,2,0,37.842815,-40.445553,9.806579
125,IBSS,4,22,2,0,38.250702,-45.051716,9.806627
126,IBSS,4,23,2,0,32.935608,-44.627094,9.806631
127,IBSS,4,24,2,0,32.763866,-39.381123,9.80657
128,IBSS,4,25,2,0,31.821377,-39.229416,9.806633
129,IBSS,4,26,2,0,29.075367,-36.163822,9.806563
130,IBSS,4,27,2,0,29.071535,-34.657051,9.806597
131,IBSS,4,28,2,0,25.846817,-33.862144,9.806555
132,IBSS,4,29,2,0,32.032303,-30.137157,9.806588
133,IBSS,4,30,2,0,27.026232,-37.490791,9.806594
134,IBSS,4,31,2,0,36.659172,-34.551422,9.806632
135,IBSS,4,32,2,0,38.592812,-30.159302,9.806585
136,IBSS,4,33,2,-0.000001,60.91481,-47.718864,9.806567
137,IBSS,4,34,2,0,39.829121,-41.502163,9.80656
138,IBSS,4,35,2,-0.000001,38.649273,-44.403553,9.806591
139,IBSS,4,36,2,0,37.407501,-47.214764,9.806596
140,IBSS,4,37,2,-0.000001,43.533691,-57.440811,9.806623
141,IBSS,4,38,2,0.000001,29.611437,-52.793072,9.806617
142,IBSS,4,39,2,0.000001,25.980776,-41.18948,9.806596
143,IBSS,4,40,2,0,23.530823,-39.014015,9.806641
144,IBSS,4,41,2,0,28.788004,-30.251883,9.806624
145,IBSS,4,42,2,0.000001,32.791523,-23.996527,9.806553
146,IBSS,4,43,2,0,34.906578,-31.577593,9.806622
147,IBSS,4,44,2,0,34.307274,-32.443569,9.806635
148,IBSS,4,45,2,-0.000001,34.178097,-32.647713,9.806601
149,IBSS,4,46,2,-0.000001,35.817795,-32.490437,9.806619
150,IBSS,4,47,2,-0.000001,34.153389,-33.090889,9.806575
151,IBSS,4,48,2,0,32.913822,-35.632298,9.806604
152,IBSS,4,49,2,0,30.955896,-39.439651,9.80655
153,IBSS,4,50,2,0,30.187973,-42.626732,9.806573
154,IBSS,4,0,3,0,26.05443,-33.255795,9.806624
155,IBSS,4,1,3,0,25.014931,-34.467709,9.806558
156,IBSS,4,2,3,0.000001,25.633053,-34.870316,9.806638
157,IBSS,4,3,3,0,25.41114,-35.925869,9.806565
158,IBSS,4,4,3,0,26.169914,-34.256824,9.806614
159,IBSS,4,5,3,0,26.907497,-31.854134,9.806591
160,IBSS,4,6,3,0,26.935801,-30.694145,9.80657
161,IBSS,4,7,3,0,27.925533,-28.416687,9.806616
162,IBSS,4,8,3,0,27.643902,-26.843992,9.806562
163,IBSS,4,9,3,0,25.884581,-27.027046,9.806577
164,IBSS,4,10,3,-0.000001,24.003311,-27.214014,9.80665
165,IBSS,4,11,3,0,23.081059,-27.056198,9.806607
166,IBSS,4,12,3,0,146.626892,-112.237053,9.806589
167,IBSS,4,13,3,0,23.489864,-23.139853,9.806587
168,IBSS,4,14,3,0,28.820974,-25.397461,9.806607
169,IBSS,4,15,3,0,34.193714,-29.227577,9.806574
170,IBSS,4,16,3,0,36.974297,-29.181128,9.806565
171,IBSS,4,17,3,0,39.936886,-32.780727,9.806571
172,IBSS,4,18,3,0,41.186523,-34.977867,9.806611
173,IBSS,4,19,3,0,39.961308,-36.344109,9.806617
174,IBSS,4,20,3,0,40.490463,-37.594814,9.806611
175,IBSS,4,21,3,0,39.094543,-36.008404,9.80655
176,IBSS,4,22,3,0,36.493294,-41.202595,9.806551
177,IBSS,4,22,3,0,38.998352,-42.041222,9.806597
178,IBSS,4,23,3,0,34.574619,-40.787636,9.806586
179,IBSS,4,24,3,0,34.017178,-41.207268,9.806577
180,IBSS,4,25,3,0,29.535091,-40.741116,9.806643
181,IBSS,4,26,3,0,29.228855,-35.114189,9.80659
182,IBSS,4,27,3,0,25.194687,-34.635788,9.806592
183,IBSS,4,28,3,0,26.152706,-28.850449,9.806628
184,IBSS,4,29,3,0,32.210739,-24.345322,9.806644
185,IBSS,4,31,3,-0.000001,33.680431,-44.514961,9.80662
186,IBSS,4,32,3,0,29.950226,-51.82056,9.806576
187,IBSS,4,33,3,0,64.103249,-15.670307,9.806596
188,IBSS,4,34,3,0,46.348419,-48.561817,9.80663
189,IBSS,4,35,3,0,39.387329,-49.481548,9.806636
190,IBSS,4,36,3,0.000001,41.698105,-63.324528,9.806585
191,IBSS,4,37,3,0,28.576683,-80.267952,9.806643
192,IBSS,4,38,3,0,28.01479,-56.117935,9.806593
193,IBSS,4,39,3,0,21.7922,-62.038033,9.806575
194,IBSS,4,40,3,0,18.082117,-40.476585,9.806609
195,IBSS,4,41,3,0.000001,28.261784,-27.738914,9.806622
196,IBSS,4,42,3,0,32.585602,-28.565903,9.80663
197,IBSS,4,43,3,0,34.476639,-32.473515,9.806569
198,IBSS,4,44,3,0,34.306454,-33.261871,9.806586
199,IBSS,4,45,3,0,34.535538,-33.368031,9.806561
200,IBSS,4,46,3,0,35.939114,-33.751644,9.806623
201,IBSS,4,47,3,0,34.473476,-34.258118,9.80658
202,IBSS,4,48,3,0,33.459946,-36.396393,9.806589
203,IBSS,4,49,3,0,31.51923,-40.663197,9.806629
204,IBSS,4,50,3,0,30.614826,-43.236477,9.806565
205,IBSS,4,0,4,0,27.988543,-31.582623,9.806616
206,IBSS,4,1,4,0,25.5135,-30.712612,9.806596
207,IBSS,4,2,4,0,25.163797,-31.766083,9.806617
208,IBSS,4,3,4,0,25.838911,-33.203194,9.806635
209,IBSS,4,4,4,0,26.127453,-32.846481,9.806591
210,IBSS,4,5,4,0,27.057697,-32.212639,9.806613
211,IBSS,4,6,4,0,26.089958,-31.731382,9.80658
212,IBSS,4,7,4,0,27.387358,-29.069208,9.806647
213,IBSS,4,8,4,0,27.722786,-27.260281,9.806624
214,IBSS,4,9,4,0,26.044001,-27.1537,9.806606
215,IBSS,4,10,4,0,23.267578,-27.687403,9.806638
216,IBSS,4,11,4,0,20.986443,-25.637859,9.806606
217,IBSS,4,12,4,0,22.707537,-24.390955,9.806562
218,IBSS,4,13,4,0,22.05196,-20.812695,9.8066
219,IBSS,4,14,4,0,26.845152,-23.189394,9.80661
220,IBSS,4,15,4,0,33.495842,-24.586693,9.806602
221,IBSS,4,16,4,0,36.706257,-26.311279,9.806614
222,IBSS,4,17,4,-0.000001,41.007858,-30.836706,9.806558
223,IBSS,4,18,4,0,41.980408,-34.153328,9.806618
224,IBSS,4,19,4,0,41.114117,-35.773758,9.806558
225,IBSS,4,20,4,0,41.070152,-36.037746,9.806555
226,IBSS,4,21,4,0,38.693592,-35.345642,9.806562
227,IBSS,4,22,4,0,37.626251,-44.328888,9.806602
228,IBSS,4,23,4,0,35.468571,-39.340557,9.806616
229,IBSS,4,24,4,0,32.423553,-39.921047,9.80658
230,IBSS,4,25,4,0,29.018196,-39.530182,9.806644
231,IBSS,4,26,4,0.000001,27.797562,-33.941906,9.806597
232,IBSS,4,27,4,0,26.408958,-31.664696,9.806592
233,IBSS,4,28,4,0,26.633501,-30.687635,9.806561
234,IBSS,4,29,4,0,33.666512,-28.367216,9.806579
235,IBSS,4,30,4,0,30.359858,-32.575237,9.806599
236,IBSS,4,31,4,0,56.16515,-34.838795,9.806565
237,IBSS,4,32,4,0,28.38129,-32.615753,9.806561
238,IBSS,4,33,4,0.000001,38.196838,-28.252377,9.806614
239,IBSS,4,34,4,0,49.565334,-29.773224,9.806563
240,IBSS,4,35,4,0,42.006874,-47.379047,9.806608
241,IBSS,4,36,4,-0.000001,45.743511,-52.925102,9.806556
242,IBSS,4,37,4,0,32.305973,-69.774635,9.806611
243,IBSS,4,38,4,0,27.637144,-52.776207,9.806637
244,IBSS,4,39,4,0,36.417728,-47.659431,9.806603
245,IBSS,4,40,4,-0.000001,21.114517,-38.400299,9.806603
246,IBSS,4,41,4,0,31.583107,-25.405216,9.806597
247,IBSS,4,42,4,0,30.679485,-29.88578,9.806593
248,IBSS,4,43,4,0,32.817688,-33.653381,9.806619
249,IBSS,4,44,4,0,34.374176,-34.377068,9.806583
250,IBSS,4,45,4,0,34.763302,-33.997314,9.806604
251,IBSS,4,46,4,0,35.359726,-34.034191,9.806555
252,IBSS,4,47,4,0,34.581333,-34.809059,9.806593
253,IBSS,4,48,4,0,33.627014,-37.011997,9.806631
254,IBSS,4,49,4,-0.000001,33.090927,-39.36401,9.80659
255,IBSS,4,50,4,-0.000001,31.354143,-42.066303,9.806603
256,IBSS,4,0,5,-0.000001,27.032604,-22.831581,9.806604
257,IBSS,4,1,5,-0.000001,26.887867,-26.679005,9.806621
258,IBSS,4,2,5,-0.000001,25.073347,-30.183083,9.806616
259,IBSS,4,3,5,0,24.503954,-31.473476,9.806625
260,IBSS,4,4,5,-0.000001,25.514503,-32.36285,9.806596
261,IBSS,4,5,5,-0.000001,23.976873,-32.478722,9.806549
262,IBSS,4,6,5,0.000001,25.11982,-30.382111,9.806646
263,IBSS,4,7,5,0,26.714514,-29.418829,9.806576
264,IBSS,4,8,5,0,26.969893,-28.623972,9.806558
265,IBSS,4,9,5,-0.000001,24.984264,-28.764282,9.806563
266,IBSS,4,10,5,0,21.40086,-28.037628,9.806599
267,IBSS,4,11,5,-0.000001,19.432589,-25.223366,9.806575
268,IBSS,4,12,5,0,19.308573,-21.533024,9.806605
269,IBSS,4,13,5,0,20.238968,-18.814404,9.806572
270,IBSS,4,14,5,0,25.143154,-17.367962,9.806567
271,IBSS,4,15,5,0,31.800682,-19.463959,9.806615
272,IBSS,4,16,5,0,36.747616,-23.957882,9.806606
273,IBSS,4,17,5,0,39.572227,-27.112606,9.806553
274,IBSS,4,18,5,0,40.034489,-31.007074,9.806639
275,IBSS,4,19,5,0,40.689564,-33.45647,9.806608
276,IBSS,4,20,5,0,39.655212,-35.185658,9.80661
277,IBSS,4,21,5,0.000001,39.061676,-35.43317,9.806621
278,IBSS,4,22,5,0,36.638523,-37.419575,9.806623
279,IBSS,4,23,5,-0.000001,34.087349,-38.160507,9.806595
280,IBSS,4,24,5,0,33.487808,-40.991138,9.806615
281,IBSS,4,25,5,0,29.77689,-39.704731,9.806548
282,IBSS,4,26,5,0,29.088211,-37.054081,9.806578
283,IBSS,4,27,5,0,30.890028,-34.110828,9.806631
284,IBSS,4,28,5,0,30.706657,-30.683807,9.806608
285,IBSS,4,29,5,0,33.983917,-28.784885,9.80663
286,IBSS,4,30,5,0,35.602615,-28.488428,9.806596
287,IBSS,4,31,5,0,37.860176,-29.211803,9.80663
288,IBSS,4,32,5,0,36.958427,-29.666704,9.806629
289,IBSS,4,33,5,0,38.017761,-31.341391,9.806638
290,IBSS,4,34,5,0,37.025524,-33.788017,9.806619
291,IBSS,4,35,5,0,36.543919,-35.850143,9.806587
292,IBSS,4,36,5,0,34.989407,-39.245667,9.806631
293,IBSS,4,37,5,0,32.251877,-40.109806,9.806553
294,IBSS,4,38,5,0,27.622852,-37.706688,9.806634
295,IBSS,4,39,5,0,26.572285,-37.631168,9.806621
296,IBSS,4,40,5,0,26.258923,-36.157482,9.806602
297,IBSS,4,41,5,0,26.56242,-34.676014,9.806624
298,IBSS,4,42,5,0,27.014769,-33.423058,9.806574
299,IBSS,4,43,5,0,31.27483,-32.487648,9.806629
300,IBSS,4,44,5,0,31.890291,-34.327492,9.806557
301,IBSS,4,45,5,0,31.848499,-34.582409,9.80664
302,IBSS,4,46,5,0,31.486675,-34.979675,9.806613
303,IBSS,4,47,5,0,32.236786,-34.838757,9.806558
304,IBSS,4,48,5,0,32.463905,-37.422543,9.806606
305,IBSS,4,49,5,0,32.09668,-40.294018,9.80663
306,IBSS,4,50,5,0,38.212772,-44.585972,9.806591
