ID,BUILDING,FLOOR,LOC_X,LOC_Y,MAG_X,MAG_Y,MAG_Z,G
441,IBSS,5,32,8,0,31.610607,-28.315878,9.806641
442,IBSS,5,33,8,0,31.843456,-29.573172,9.806574
443,IBSS,5,34,8,0,34.342136,-32.271561,9.806588
444,IBSS,5,35,8,0,36.139786,-35.168591,9.806579
445,IBSS,5,36,8,-0.000001,36.181553,-39.383892,9.806631
446,IBSS,5,37,8,0,35.574986,-42.316963,9.806588
447,IBSS,5,38,8,0,31.547279,-43.497929,9.806647
448,IBSS,5,39,8,0,27.958731,-44.580391,9.806621
449,IBSS,5,40,8,0,24.400856,-44.830761,9.806563
450,IBSS,5,41,8,0,19.864656,-43.945202,9.806618
451,IBSS,5,42,8,0,16.738214,-40.136341,9.806638
452,IBSS,5,43,8,0,19.174614,-35.137203,9.806627
453,IBSS,5,44,8,0,22.933727,-32.88369,9.806597
454,IBSS,5,45,8,0,26.426481,-32.927311,9.806565
455,IBSS,5,46,8,0,30.861618,-34.649616,9.806576
456,IBSS,5,47,8,-0.000001,32.218395,-35.123367,9.80655
457,IBSS,5,48,8,0,32.967514,-35.469154,9.806608
458,IBSS,5,49,8,0,33.461216,-35.271595,9.806645
459,IBSS,5,50,8,0,33.501617,-34.247791,9.806587
460,IBSS,5,0,9,0,24.494497,-37.418766,9.806636
461,IBSS,5,1,9,0,23.303104,-33.771469,9.806625
462,IBSS,5,2,9,0,22.048262,-30.115196,9.80659
463,IBSS,5,3,9,0,25.104158,-32.438042,9.806585
464,IBSS,5,4,9,0,22.9062,-36.829914,9.806629
465,IBSS,5,5,9,0,23.522795,-36.26889,9.806588
466,IBSS,5,6,9,0,24.544491,-38.393993,9.806629
467,IBSS,5,7,9,0,24.53389,-37.553329,9.806612
468,IBSS,5,8,9,0,28.159962,-37.75819,9.806561
469,IBSS,5,9,9,0,29.886612,-39.614323,9.806555
470,IBSS,5,10,9,0,31.161991,-43.658127,9.806607
471,IBSS,5,11,9,0,29.95631,-45.032135,9.806624
472,IBSS,5,12,9,0,27.510834,-42.176037,9.806632
473,IBSS,5,13,9,0,27.440033,-39.634335,9.806637
474,IBSS,5,14,9,0,27.092478,-36.764317,9.806593
475,IBSS,5,15,9,0,26.874552,-33.68821,9.806577
476,IBSS,5,16,9,0,21.797222,-33.610744,9.806603
477,IBSS,5,17,9,0,24.877497,-31.70871,9.8066
478,IBSS,5,19,9,0,25.473917,-28.117044,9.806621
479,IBSS,5,20,9,0,28.41013,-23.969408,9.80661
480,IBSS,5,21,9,0,28.196148,-25.843515,9.806559
481,IBSS,5,22,9,0,30.608793,-26.114456,9.806579
482,IBSS,5,23,9,0,32.660282,-25.780573,9.80662
483,IBSS,5,24,9,0,34.059883,-25.732975,9.806618
484,IBSS,5,25,9,0,35.895271,-25.208628,9.806605
485,IBSS,5,26,9,0,35.785866,-23.212349,9.806622
486,IBSS,5,27,9,0,34.281776,-22.110912,9.806601
487,IBSS,5,27,9,0,35.407833,-22.715731,9.806633
488,IBSS,5,28,9,0,32.238544,-22.156593,9.806593
489,IBSS,5,29,9,0,34.007378,-20.051842,9.806615
490,IBSS,5,30,9,0,34.663296,-23.856319,9.80659
491,IBSS,5,31,9,0,33.027206,-26.285105,9.806576
492,IBSS,5,32,9,0,31.697369,-28.29393,9.806548
493,IBSS,5,33,9,-0.000001,32.822556,-25.180758,9.806621
494,IBSS,5,34,9,0,36.861134,-29.640205,9.806544
495,IBSS,5,35,9,0,39.032402,-33.409023,9.806626
496,IBSS,5,36,9,0,37.555626,-34.434628,9.80656
497,IBSS,5,37,9,0,37.149807,-37.209774,9.806573
498,IBSS,5,38,9,-0.000001,35.013798,-39.542534,9.806604
499,IBSS,5,39,9,0,32.388748,-41.781242,9.806578
500,IBSS,5,40,9,0,28.945232,-44.767906,9.806599
501,IBSS,5,41,9,0,21.809307,-46.659569,9.806563
502,IBSS,5,42,9,0,17.015224,-43.341148,9.806613
503,IBSS,5,43,9,0,18.454769,-37.115627,9.806624
504,IBSS,5,44,9,0,21.655722,-33.565327,9.806552
505,IBSS,5,45,9,0,27.124821,-30.704266,9.806597
506,IBSS,5,46,9,0,29.476049,-30.030039,9.80655
507,IBSS,5,47,9,0,31.410425,-30.996763,9.806592
508,IBSS,5,48,9,0,30.553663,-32.074093,9.806632
509,IBSS,5,49,9,0,30.63945,-30.588139,9.806611
510,IBSS,5,50,9,0,32.152451,-30.142456,9.806582
511,IBSS,5,0,10,0.000001,35.320713,-27.336203,9.806602
512,IBSS,5,1,10,-0.000002,39.541302,-22.381655,9.806588
513,IBSS,5,2,10,0,24.913561,-22.058027,9.806612
514,IBSS,5,3,10,0.000001,28.340782,-26.048542,9.80659
515,IBSS,5,4,10,0,27.908752,-29.76812,9.806589
516,IBSS,5,5,10,0,27.033344,-31.303503,9.806581
517,IBSS,5,6,10,0.000001,27.090279,-33.533672,9.806604
518,IBSS,5,7,10,0,27.423012,-34.712521,9.806631
519,IBSS,5,8,10,0,29.280098,-34.907635,9.806629
520,IBSS,5,9,10,0.000001,30.085001,-36.090733,9.806569
521,IBSS,5,10,10,0,29.677937,-37.025879,9.806605
522,IBSS,5,11,10,0,29.15526,-38.388363,9.806553
523,IBSS,5,12,10,0,27.862144,-37.746456,9.806613
524,IBSS,5,13,10,0.000001,27.835667,-37.100895,9.806618
525,IBSS,5,14,10,0,28.326519,-35.14378,9.806636
526,IBSS,5,15,10,0,27.798212,-33.531837,9.806555
527,IBSS,5,16,10,0,26.967854,-32.306217,9.806638
528,IBSS,5,17,10,0,28.626312,-31.157227,9.806571
529,IBSS,5,18,10,0,28.232845,-30.682156,9.806587
530,IBSS,5,19,10,0,29.947821,-29.182932,9.806598
531,IBSS,5,20,10,0,31.248714,-30.927687,9.806567
532,IBSS,5,21,10,0,31.535158,-28.880384,9.806599
533,IBSS,5,22,10,0,33.28064,-28.174974,9.806591
534,IBSS,5,23,10,0,35.299637,-26.997215,9.806586
535,IBSS,5,24,10,0,35.910912,-26.705128,9.806578
536,IBSS,5,25,10,0,37.105953,-23.917419,9.806627
537,IBSS,5,26,10,0,37.192902,-22.717789,9.806615
538,IBSS,5,27,10,0,36.636818,-21.630444,9.806629
539,IBSS,5,28,10,0.000001,33.836933,-20.521423,9.806626
540,IBSS,5,29,10,0,32.983448,-20.813301,9.806638
541,IBSS,5,30,10,0,32.127293,-23.545525,9.806627
542,IBSS,5,31,10,0,33.721394,-24.263447,9.806572
543,IBSS,5,32,10,0,31.1814,-25.307585,9.806578
544,IBSS,5,33,10,0,31.847015,-29.22485,9.806602
545,IBSS,5,34,10,0,32.854717,-29.854746,9.806632
546,IBSS,5,35,10,0,34.288685,-31.517555,9.806624
547,IBSS,5,36,10,0.000001,35.334633,-34.41927,9.806625
548,IBSS,5,37,10,0,34.590332,-36.104736,9.806602
549,IBSS,5,38,10,0,33.98262,-37.236977,9.806595
550,IBSS,5,39,10,0,31.714418,-40.33609,9.806611
551,IBSS,5,40,10,0.000001,29.882881,-42.43306,9.806602
552,IBSS,5,41,10,0,23.872498,-41.812435,9.806597
553,IBSS,5,42,10,0,20.372761,-39.485573,9.806566
554,IBSS,5,43,10,0,20.763428,-34.15974,9.806587
555,IBSS,5,44,10,0,23.337368,-29.758928,9.806599
556,IBSS,5,45,10,0,26.954153,-27.66853,9.806615
557,IBSS,5,46,10,0,29.839632,-27.263374,9.806567
558,IBSS,5,47,10,0,30.448206,-30.112165,9.806645
559,IBSS,5,48,10,0,29.927769,-30.074398,9.806639
560,IBSS,5,49,10,0,30.846653,-28.285715,9.806549
561,IBSS,5,50,10,0,30.928598,-26.319626,9.806636
562,IBSS,5,0,11,-0.000001,31.647181,-31.856897,9.806598
563,IBSS,5,1,11,0,30.389198,-29.497822,9.806537
564,IBSS,5,2,11,0,30.54224,-28.584713,9.806558
565,IBSS,5,3,11,0,31.414719,-29.916063,9.806605
566,IBSS,5,4,11,0,31.41151,-31.581688,9.806597
567,IBSS,5,5,11,0,30.378983,-32.113079,9.806595
568,IBSS,5,6,11,0,30.663157,-32.78495,9.806563
569,IBSS,5,7,11,0,32.03397,-33.300312,9.806625
570,IBSS,5,8,11,0,32.829353,-34.194229,9.80663
571,IBSS,5,9,11,0,32.976547,-34.659172,9.806627
572,IBSS,5,10,11,0,32.242146,-35.849659,9.806634
573,IBSS,5,11,11,0,30.575781,-34.900249,9.80662
574,IBSS,5,12,11,0,31.042484,-35.26054,9.80661
575,IBSS,5,13,11,0,31.18857,-36.36232,9.806541
576,IBSS,5,14,11,0,30.52619,-37.961323,9.806621
577,IBSS,5,15,11,0,31.453382,-35.810337,9.806621
578,IBSS,5,16,11,0,30.349728,-36.512138,9.806553
579,IBSS,5,17,11,0,29.322165,-34.745724,9.806602
580,IBSS,5,18,11,0,28.984549,-33.553036,9.806588
581,IBSS,5,19,11,0,31.628044,-31.931372,9.80662
582,IBSS,5,20,11,0,31.749149,-34.309471,9.806629
583,IBSS,5,21,11,0,31.175543,-32.933163,9.806575
584,IBSS,5,22,11,0,31.938047,-31.043318,9.806622
585,IBSS,5,23,11,0,32.597137,-29.28405,9.806631
586,IBSS,5,24,11,0,33.889076,-27.533913,9.806566
587,IBSS,5,25,11,0,33.577389,-23.910645,9.806557
588,IBSS,5,26,11,0,37.055161,-21.028557,9.806638
589,IBSS,5,27,11,0,39.101925,-25.068045,9.806581
590,IBSS,5,28,11,0,38.927269,-23.907696,9.80662
591,IBSS,5,29,11,0,35.018402,-22.223927,9.806585
592,IBSS,5,30,11,0,35.114208,-25.161592,9.806575
593,IBSS,5,31,11,0,33.078938,-25.885695,9.806576
594,IBSS,5,32,11,0,34.399422,-26.166988,9.806628
595,IBSS,5,33,11,0,33.958767,-27.751295,9.80662
596,IBSS,5,34,11,0,32.437866,-30.22978,9.806621
597,IBSS,5,35,11,0.000001,32.977207,-29.827236,9.806631
598,IBSS,5,36,11,0,36.416862,-30.725143,9.806557
599,IBSS,5,37,11,0,37.065586,-32.43404,9.806631
600,IBSS,5,38,11,0,35.987091,-35.411812,9.806628
601,IBSS,5,39,11,0.000002,35.888416,-37.301685,9.806559
602,IBSS,5,40,11,0.000001,32.490829,-40.856342,9.806571
603,IBSS,5,41,11,0,28.477541,-44.845772,9.806568
604,IBSS,5,42,11,0,22.709875,-39.620262,9.806561
605,IBSS,5,43,11,0,21.057301,-34.004139,9.806637
606,IBSS,5,44,11,0,23.422852,-27.45356,9.806629
607,IBSS,5,45,11,0,26.959536,-22.924892,9.806619
608,IBSS,5,46,11,0,29.746164,-24.121153,9.806593
609,IBSS,5,47,11,0,30.695511,-24.426474,9.806616
610,IBSS,5,48,11,0,30.805218,-25.387615,9.806633
611,IBSS,5,49,11,-0.000001,28.650347,-24.082079,9.806568
612,IBSS,5,50,11,0,29.640543,-21.858667,9.806561
613,IBSS,5,0,12,0,31.885374,-28.718849,9.806572
614,IBSS,5,1,12,0.000001,31.234419,-27.784061,9.806552
615,IBSS,5,2,12,0.000001,30.708853,-26.664103,9.806619
616,IBSS,5,3,12,-0.000001,31.629778,-27.572823,9.806635
617,IBSS,5,4,12,-0.000001,32.220161,-29.749111,9.806555
618,IBSS,5,5,12,0,32.578732,-30.015512,9.806624
619,IBSS,5,6,12,0,32.843529,-31.150246,9.806613
620,IBSS,5,7,12,0,33.752914,-31.183903,9.806574
621,IBSS,5,8,12,0,34.284081,-30.567303,9.80662
622,IBSS,5,9,12,0,33.834587,-30.58049,9.806609
623,IBSS,5,10,12,0,32.259998,-29.309559,9.806567
624,IBSS,5,11,12,0,30.354692,-30.304811,9.806609
625,IBSS,5,12,12,0,29.942083,-30.749599,9.806622
626,IBSS,5,13,12,0,30.756784,-33.379986,9.806598
627,IBSS,5,14,12,0,30.057602,-34.507889,9.806641
628,IBSS,5,15,12,0,29.169044,-36.96793,9.806549
629,IBSS,5,16,12,0,29.064468,-37.346756,9.806587
630,IBSS,5,17,12,0,28.507568,-37.153954,9.806629
631,IBSS,5,18,12,0,30.499817,-37.370762,9.806544
632,IBSS,5,19,12,0,32.062225,-38.088123,9.806638
633,IBSS,5,20,12,-0.000001,33.790661,-36.359425,9.806604
634,IBSS,5,21,12,0,34.539665,-34.87466,9.806638
635,IBSS,5,22,12,0,34.570938,-32.510677,9.806569
636,IBSS,5,23,12,0,35.005611,-30.452085,9.806582
637,IBSS,5,24,12,0,34.460217,-28.393465,9.806606
638,IBSS,5,25,12,0,36.256691,-25.679955,9.806628
639,IBSS,5,26,12,0,37.037369,-26.596361,9.806545
640,IBSS,5,27,12,0,36.460735,-25.779219,9.806596
641,IBSS,5,28,12,0,35.379486,-25.359118,9.806548
642,IBSS,5,29,12,0,34.175831,-25.481022,9.806548
643,IBSS,5,30,12,0,32.448593,-25.494846,9.80661
644,IBSS,5,31,12,0,32.317307,-26.540686,9.80663
645,IBSS,5,32,12,0,31.958261,-27.721651,9.806611
646,IBSS,5,33,12,0,30.460011,-29.996677,9.80658
647,IBSS,5,34,12,0,30.478579,-31.708044,9.806579
648,IBSS,5,35,12,0,30.929197,-32.267223,9.806585
649,IBSS,5,36,12,0,32.294598,-32.057079,9.806595
650,IBSS,5,37,12,0,34.379314,-33.750477,9.806582
651,IBSS,5,38,12,0,34.101288,-35.459492,9.806629
652,IBSS,5,39,12,0,33.580299,-37.720707,9.806581
653,IBSS,5,40,12,0,31.527212,-40.020107,9.806624
654,IBSS,5,41,12,0,29.428722,-39.849537,9.806591
655,IBSS,5,42,12,0,28.642826,-37.448902,9.806622
656,IBSS,5,43,12,0,27.494602,-34.313126,9.806597
657,IBSS,5,44,12,0,27.905436,-29.252895,9.806598
658,IBSS,5,45,12,0,29.925335,-27.258846,9.80661
659,IBSS,5,46,12,0,31.680887,-26.120832,9.806593
660,IBSS,5,47,12,0,31.481764,-25.077066,9.806603
661,IBSS,5,48,12,0,31.648468,-24.703705,9.806577
662,IBSS,5,49,12,0,31.983561,-26.097193,9.806633
663,IBSS,5,50,12,0,31.966194,-25.471691,9.806588
